ORIGINAL	TRANSLATED
She slipped her hand into his, her head drooped against his shoulder. Sudden revulsion seized Amory, disgust, loathing for the whole incident. He desired frantically to be away, never to see Myra again, never to kiss anyone; he became conscious of his face and hers, of their clinging hands, and he wanted to creep out of his body and hide somewhere safe out of sight, up in the corner of his mind. “Kiss me again	She put her hand in his, leaning her head on his shoulder. Amory suddenly felt disgusted and hated everything about what was happening. He desperately wanted to leave, never see Myra again, and never kiss anyone. He became aware of their faces and their hands holding tight, and he wished he could disappear and hide somewhere safe, deep inside his own head. "Kiss me again."

Her voice came out of a great void. “I don’t want to,” he heard himself saying. There was another pause. “I don’t want to!” he repeated passionately	Her voice sounded distant, like it was coming from nowhere. "I don't want to," he heard himself say. He paused. "I don't want to!" he said again, really meaning it.

Myra sprang up, her cheeks pink with bruised vanity, the great bow on the back of her head trembling sympathetically. “I hate you!” she cried	Myra jumped up, her face flushed because her pride was hurt, and the big bow on her head shook. "I hate you!" she yelled.

“Don’t you ever dare to speak to me again!” “What?” stammered Amory. “I’ll tell mama you kissed me! I will too! I will too! I’ll tell mama, and she won’t let me play with you!” Amory rose and stared at her helplessly, as though she were a new animal of whose presence on the earth he had not heretofore been aware. The door opened suddenly, and Myra’s mother appeared on the threshold, fumbling with her lorgnette. “Well,” she began, adjusting it benignantly, “the man at the desk told me you two children were up here—How do you do, Amory	"Don't you ever talk to me again!" "What?" Amory stuttered. "I'm going to tell my mom you kissed me! I will! I'm going to tell her, and she won't let me hang out with you!" Amory stood up and stared at her, confused, like she was some creature he'd never seen before. The door swung open, and Myra's mom showed up, messing with her glasses. "Well," she said, adjusting them kindly, "the guy at the front desk said you two were up here—Hello, Amory."

Amory watched Myra and waited for the crash—but none came. The pout faded, the high pink subsided, and Myra’s voice was placid as a summer lake when she answered her mother. “Oh, we started so late, mama, that I thought we might as well—” He heard from below the shrieks of laughter, and smelled the vapid odor of hot chocolate and teacakes as he silently followed mother and daughter downstairs. The sound of the graphophone mingled with the voices of many girls humming the air, and a faint glow was born and spread over him: “Casey-Jones—mounted to the cab-un Casey-Jones—’th his orders in his hand	Amory watched Myra, expecting her to explode, but she didn't. Her pout disappeared, her face calmed down, and she answered her mother calmly. "Oh, Mom, we left so late that I thought we might as well—" Downstairs, he heard shrieks of laughter and smelled the bland scent of hot chocolate and teacakes as he quietly followed Myra and her mother. The music from the record player mixed with the voices of many girls humming along, and a warm feeling grew inside him: "Casey Jones—climbed into the driver's seat—Casey Jones—with his orders in his hand."

Casey-Jones—mounted to the cab-un Took his farewell journey to the promised land.”	Casey Jones, the train driver, climbed into the engine. He was starting his last ride to heaven.

Amory spent nearly two years in Minneapolis. The first winter he wore moccasins that were born yellow, but after many applications of oil and dirt assumed their mature color, a dirty, greenish brown; he wore a gray plaid mackinaw coat, and a red toboggan cap. His dog, Count Del Monte, ate the red cap, so his uncle gave him a gray one that pulled down over his face. The trouble with this one was that you breathed into it and your breath froze; one day the darn thing froze his cheek	Amory lived in Minneapolis for almost two years. The first winter, he had bright yellow moccasins. They got darker and dirtier, turning a gross greenish-brown color after he wore them a lot. He also wore a gray plaid coat and a red knit cap. His dog, Count Del Monte, ate the red cap, so his uncle gave him a gray one that covered his face. The problem with the gray cap was that his breath would freeze inside it. One time, it even froze to his cheek.
